sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
P540401001;3;0.49;30.45;69.05;0.00;0.00;0.00;31;0.49;0.00;0.00;0.00;0.00;0.00;4.79;25.66;65.91;3.14;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.79;0.00;24.54;1.12;0.00;8.31;13.76;43.84;0.00;0.00;0.00;3.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.00;31.93;68.07;0.00;0.00;0.00;31;0.00;0.00;0.00;0.00;0.00;0.33;5.66;25.95;67.72;0.34;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;5.66;0.00;24.74;1.22;0.00;7.58;15.93;44.22;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
P571501001;2;1.66;77.97;20.37;0.00;0.00;0.00;22;1.65;0.00;0.01;0.00;11.50;41.36;14.80;10.31;20.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;221;0.00;1.65;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;11.50;0.00;0.00;39.81;1.56;0.00;14.80;0.00;10.31;0.00;0.00;18.89;0.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0.24;79.22;20.54;0.00;0.00;0.00;22;0.23;0.00;0.01;0.00;22.51;32.45;13.77;10.49;20.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;221;0.00;0.23;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;22.51;0.00;0.00;32.45;0.00;0.00;13.77;0.00;10.49;0.00;0.00;19.06;0.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
P608151001;2;1.27;64.48;34.25;0.00;0.00;0.00;24;1.21;0.00;0.00;0.06;2.82;0.88;19.17;41.60;32.91;1.34;0.00;0.00;0.00;0.00;0.00;0.00;242;0.00;1.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;2.82;0.00;0.00;0.20;0.69;0.00;19.17;0.00;38.21;3.39;0.00;27.47;2.27;3.18;0.00;0.16;0.00;1.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.31;64.00;34.68;0.00;0.00;0.00;31;1.10;0.00;0.15;0.06;13.66;1.03;15.38;33.94;34.32;0.37;0.00;0.00;0.00;0.00;0.00;0.00;242;0.00;1.10;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.06;13.66;0.00;0.00;0.03;0.99;0.00;15.38;0.00;30.51;3.42;0.00;27.94;3.67;2.71;0.00;0.19;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
P613402001;2;4.44;70.76;24.59;0.00;0.20;0.00;24;3.21;0.37;0.51;0.36;3.97;1.58;13.19;52.03;24.10;0.49;0.00;0.00;0.00;0.20;0.00;0.00;242;0.00;3.21;0.37;0.00;0.00;0.00;0.37;0.00;0.14;0.00;0.36;3.97;0.00;0.00;0.00;1.58;0.00;13.19;0.00;48.71;3.32;0.00;22.59;0.10;1.41;0.00;0.00;0.00;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.00;0.00;0.00;2;2.91;70.22;26.66;0.00;0.20;0.00;24;2.64;0.16;0.12;0.00;4.12;2.49;7.42;56.18;26.26;0.41;0.00;0.00;0.00;0.20;0.00;0.00;242;0.00;2.64;0.16;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;4.12;0.00;0.00;0.00;2.49;0.00;7.42;0.00;52.86;3.32;0.00;24.81;0.11;1.33;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.00;0.00;0.00
P613402002;2;4.61;70.14;25.04;0.00;0.21;0.00;24;3.32;0.38;0.54;0.37;4.16;1.65;12.42;51.92;24.53;0.51;0.00;0.00;0.00;0.21;0.00;0.00;242;0.00;3.32;0.38;0.00;0.00;0.00;0.39;0.00;0.15;0.00;0.37;4.16;0.00;0.00;0.00;1.65;0.00;12.42;0.00;48.51;3.40;0.00;22.94;0.11;1.48;0.00;0.00;0.00;0.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;2;3.01;69.56;27.22;0.00;0.22;0.00;24;2.72;0.17;0.12;0.00;4.32;2.60;6.73;55.90;26.79;0.43;0.00;0.00;0.00;0.22;0.00;0.00;242;0.00;2.72;0.17;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;4.32;0.00;0.00;0.00;2.60;0.00;6.73;0.00;52.49;3.41;0.00;25.28;0.12;1.40;0.00;0.00;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.00;0.00;0.00
P638251001;2;1.22;64.28;34.37;0.00;0.13;0.00;24;1.13;0.01;0.08;0.00;1.87;1.11;21.91;39.39;33.64;0.73;0.00;0.00;0.00;0.13;0.00;0.00;242;0.00;1.13;0.00;0.01;0.00;0.00;0.08;0.00;0.00;0.00;0.00;1.87;0.00;0.00;0.00;1.11;0.00;21.91;0.00;36.27;3.12;0.00;29.46;1.50;2.68;0.00;0.14;0.00;0.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;2;0.88;64.24;34.76;0.00;0.13;0.00;24;0.78;0.03;0.07;0.00;7.54;1.31;14.46;40.92;33.61;1.15;0.00;0.00;0.00;0.13;0.00;0.00;242;0.00;0.78;0.03;0.00;0.00;0.00;0.04;0.00;0.03;0.00;0.00;7.54;0.00;0.00;0.00;1.31;0.00;14.46;0.00;37.99;2.92;0.00;29.52;1.48;2.61;0.00;0.15;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00
P700151001;2;1.75;62.12;36.05;0.00;0.08;0.00;24;1.51;0.06;0.12;0.05;2.85;1.03;18.09;40.16;35.01;1.04;0.00;0.00;0.00;0.08;0.00;0.00;242;0.00;1.51;0.04;0.01;0.00;0.02;0.11;0.00;0.02;0.00;0.05;2.85;0.00;0.00;0.05;0.98;0.00;18.09;0.00;37.29;2.87;0.00;28.04;1.82;5.15;0.00;0.10;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;2;1.29;62.04;36.59;0.00;0.08;0.00;24;1.13;0.05;0.10;0.01;8.55;1.29;12.56;39.64;35.83;0.76;0.00;0.00;0.00;0.08;0.00;0.00;242;0.00;1.13;0.03;0.00;0.00;0.02;0.09;0.00;0.01;0.00;0.01;8.55;0.00;0.00;0.02;1.27;0.00;12.56;0.00;36.86;2.77;0.00;28.43;2.30;5.10;0.00;0.12;0.00;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00
P704151001;2;2.72;59.58;37.63;0.00;0.07;0.00;24;2.21;0.30;0.14;0.06;2.92;0.93;16.71;39.02;36.49;1.14;0.00;0.00;0.00;0.07;0.00;0.00;242;0.02;2.20;0.26;0.00;0.00;0.03;0.10;0.03;0.01;0.02;0.05;2.92;0.00;0.00;0.04;0.89;0.00;16.71;0.00;36.30;2.72;0.00;27.40;1.89;7.21;0.00;0.09;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;2;1.80;59.89;38.23;0.00;0.07;0.00;24;1.55;0.15;0.09;0.01;8.12;1.16;11.97;38.65;37.39;0.85;0.00;0.00;0.00;0.07;0.00;0.00;242;0.02;1.53;0.12;0.00;0.00;0.03;0.07;0.00;0.01;0.00;0.01;8.12;0.00;0.00;0.01;1.14;0.00;11.97;0.00;36.02;2.63;0.00;27.81;2.58;6.99;0.00;0.10;0.00;0.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
P726151001;2;3.69;53.33;42.68;0.00;0.31;0.00;31;3.11;0.36;0.13;0.10;4.48;0.90;13.53;34.41;41.35;1.33;0.00;0.00;0.00;0.31;0.00;0.00;242;0.05;3.05;0.26;0.08;0.00;0.02;0.10;0.02;0.01;0.01;0.09;4.48;0.00;0.00;0.30;0.61;0.00;13.53;0.00;32.39;2.02;0.00;23.29;2.69;15.36;0.00;0.07;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.13;0.00;0.00;0.00;0.00;2;2.35;54.47;42.96;0.00;0.22;0.00;31;2.03;0.13;0.13;0.06;7.36;1.06;11.15;34.89;42.10;0.85;0.00;0.00;0.00;0.22;0.00;0.00;242;0.05;1.98;0.09;0.02;0.00;0.02;0.09;0.01;0.03;0.00;0.06;7.36;0.00;0.00;0.29;0.77;0.00;11.15;0.00;32.81;2.08;0.00;23.78;3.35;14.97;0.00;0.06;0.00;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.05;0.00;0.00;0.00;0.00
P801251001;2;1.74;54.85;43.42;0.00;0.00;0.00;31;1.74;0.00;0.00;0.00;1.92;0.37;25.78;26.78;42.72;0.69;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.92;0.00;0.00;0.00;0.37;0.00;25.78;0.00;24.61;2.17;0.00;29.58;2.86;10.29;0.00;0.00;0.00;0.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.33;55.46;43.21;0.00;0.00;0.00;31;1.33;0.00;0.00;0.00;17.10;0.37;17.49;20.51;42.99;0.21;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.10;0.00;0.00;0.00;0.37;0.00;17.49;0.00;18.34;2.17;0.00;28.42;3.49;11.08;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
P821501001;3;0.70;46.03;53.27;0.00;0.00;0.00;31;0.70;0.00;0.00;0.00;20.42;0.00;8.46;17.15;46.69;6.58;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.42;0.00;0.00;0.00;0.00;0.00;8.46;0.00;14.73;2.42;0.00;43.15;3.54;0.00;0.00;0.40;0.00;6.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.63;44.61;54.76;0.00;0.00;0.00;31;0.63;0.00;0.00;0.00;16.78;0.00;5.52;22.31;51.82;2.94;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.78;0.00;0.00;0.00;0.00;0.00;5.52;0.00;20.88;1.43;0.00;44.33;7.49;0.00;0.00;0.71;0.00;2.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
P831252001;2;1.51;61.28;37.12;0.03;0.05;0.00;31;1.26;0.05;0.19;0.00;24.25;0.13;9.62;27.29;35.60;1.52;0.00;0.03;0.00;0.05;0.00;0.00;242;0.01;1.25;0.05;0.00;0.00;0.00;0.19;0.00;0.00;0.00;0.00;24.25;0.00;0.00;0.03;0.10;0.00;9.62;0.00;25.28;2.01;0.00;25.11;1.10;9.40;0.05;0.05;0.00;1.43;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;2;1.04;61.57;37.37;0.03;0.00;0.00;31;0.93;0.04;0.06;0.00;26.97;0.16;7.61;26.84;36.86;0.51;0.00;0.03;0.00;0.00;0.00;0.00;211;0.01;0.92;0.04;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;26.97;0.00;0.00;0.05;0.10;0.00;7.61;0.00;24.66;2.18;0.00;25.29;1.95;9.62;0.07;0.06;0.00;0.37;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q011571001;3;0.00;34.22;65.78;0.00;0.00;0.00;31;0.00;0.00;0.00;0.00;0.00;0.00;31.77;2.45;35.51;30.27;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.77;0.00;0.00;2.45;0.00;22.05;4.41;9.05;17.57;11.66;0.00;1.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.00;32.12;67.88;0.00;0.00;0.00;31;0.00;0.00;0.00;0.00;0.00;0.00;31.79;0.33;34.96;32.92;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31.79;0.00;0.00;0.33;0.00;22.01;4.37;8.59;18.49;12.95;0.00;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q022402001;2;16.87;54.96;27.92;0.24;0.00;0.00;24;11.72;3.95;0.17;1.03;9.14;0.00;17.42;28.40;23.17;4.75;0.00;0.24;0.00;0.00;0.00;0.00;242;0.51;11.22;2.16;0.23;0.00;1.55;0.00;0.17;0.00;0.00;1.03;9.14;0.00;0.00;0.00;0.00;0.00;17.42;0.00;25.15;3.24;0.00;20.28;1.70;1.19;4.18;0.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;13.11;58.31;28.58;0.00;0.00;0.00;24;9.00;3.07;0.00;1.03;10.11;0.00;19.48;28.72;22.49;6.09;0.00;0.00;0.00;0.00;0.00;0.00;242;0.50;8.50;1.21;0.24;0.00;1.62;0.00;0.00;0.00;0.00;1.03;10.11;0.00;0.00;0.00;0.00;0.00;19.48;0.00;28.32;0.40;0.00;19.93;1.51;1.06;4.34;0.99;0.00;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q028003001;3;9.22;43.07;47.34;0.12;0.24;0.00;31;7.55;1.40;0.07;0.20;19.50;0.00;10.31;13.27;24.90;16.34;6.10;0.12;0.00;0.24;0.00;0.00;211;0.22;7.33;1.04;0.04;0.00;0.31;0.01;0.03;0.03;0.00;0.20;19.50;0.00;0.00;0.00;0.00;0.00;10.31;0.00;10.99;2.27;0.00;15.31;7.09;2.51;13.81;2.34;0.00;0.19;0.00;3.68;2.42;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;0.00;3;7.10;45.11;47.57;0.08;0.13;0.00;31;5.70;1.07;0.12;0.21;17.45;0.00;11.31;16.36;24.44;16.97;6.17;0.08;0.00;0.13;0.00;0.00;211;0.22;5.49;0.64;0.04;0.00;0.39;0.12;0.00;0.00;0.00;0.21;17.45;0.00;0.00;0.00;0.00;0.00;11.31;0.00;14.93;1.42;0.00;15.13;6.82;2.50;13.84;2.41;0.00;0.72;0.00;3.87;2.29;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00
Q045001001;2;7.67;52.87;39.00;0.08;0.38;0.00;21;6.49;0.98;0.06;0.14;29.15;0.07;8.06;15.59;23.62;11.20;4.18;0.08;0.00;0.38;0.00;0.00;211;0.15;6.34;0.73;0.03;0.00;0.21;0.02;0.02;0.02;0.00;0.14;29.15;0.00;0.00;0.07;0.00;0.00;8.06;0.00;13.05;2.54;0.00;16.75;5.03;1.84;9.46;1.60;0.00;0.14;0.00;2.52;1.66;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.38;0.00;0.00;0.00;0.00;2;5.80;54.75;39.21;0.05;0.19;0.00;21;4.75;0.75;0.15;0.14;25.34;0.03;9.24;20.14;23.37;11.62;4.22;0.05;0.00;0.19;0.00;0.00;211;0.15;4.60;0.46;0.03;0.00;0.27;0.11;0.00;0.04;0.00;0.14;25.34;0.00;0.00;0.03;0.00;0.00;9.24;0.00;18.33;1.81;0.00;16.68;4.82;1.87;9.48;1.65;0.00;0.49;0.00;2.65;1.57;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;0.00
Q052252001;3;0.41;39.19;60.41;0.00;0.00;0.00;31;0.41;0.00;0.00;0.00;0.25;0.00;25.34;13.60;53.92;6.34;0.15;0.00;0.00;0.00;0.00;0.00;311;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.00;0.00;25.34;0.00;12.91;0.69;0.00;44.35;3.80;5.77;5.51;0.14;0.00;0.68;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.38;39.37;60.25;0.00;0.00;0.00;31;0.38;0.00;0.00;0.00;0.48;0.00;22.40;16.49;53.51;6.59;0.15;0.00;0.00;0.00;0.00;0.00;311;0.00;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.48;0.00;0.00;0.00;0.00;0.00;22.40;0.00;15.80;0.69;0.00;43.56;3.80;6.15;5.73;0.14;0.00;0.72;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q055401001;2;0.62;54.87;44.51;0.00;0.00;0.00;24;0.62;0.00;0.00;0.00;0.00;0.00;1.12;53.75;44.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.12;0.00;27.60;26.15;0.00;32.55;0.00;11.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0.58;54.85;44.56;0.00;0.00;0.00;31;0.58;0.00;0.00;0.00;0.00;0.00;26.18;28.68;44.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.18;0.00;27.59;1.08;0.00;32.61;0.00;11.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q219252001;2;2.33;69.95;27.46;0.00;0.26;0.00;21;1.94;0.18;0.00;0.22;39.32;5.23;6.82;18.57;21.79;5.67;0.00;0.00;0.00;0.26;0.00;0.00;211;0.04;1.89;0.17;0.01;0.00;0.00;0.00;0.00;0.00;0.08;0.14;39.32;0.00;0.00;5.11;0.12;0.00;6.82;0.00;11.16;7.42;0.00;13.56;3.73;4.50;0.00;0.00;0.00;5.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;2;1.61;70.19;28.13;0.00;0.07;0.00;21;1.36;0.06;0.00;0.19;38.99;6.77;4.70;19.73;27.08;1.05;0.00;0.00;0.00;0.07;0.00;0.00;211;0.04;1.32;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.11;38.99;0.00;0.00;6.65;0.12;0.00;4.70;0.00;11.98;7.75;0.00;13.32;8.44;5.33;0.00;0.00;0.00;1.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
Q254431001;3;1.33;11.18;87.49;0.00;0.00;0.00;32;1.08;0.25;0.00;0.00;6.01;0.00;0.00;5.17;26.21;61.28;0.00;0.00;0.00;0.00;0.00;0.00;324;0.00;1.08;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.70;3.47;0.00;0.17;20.91;5.12;0.00;0.00;0.00;61.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.62;8.05;91.18;0.14;0.00;0.00;31;0.49;0.14;0.00;0.00;5.23;0.00;0.00;2.82;75.10;16.09;0.00;0.14;0.00;0.00;0.00;0.00;312;0.00;0.49;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.05;0.77;0.00;0.13;70.35;4.61;0.00;0.00;0.00;16.09;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q259331001;3;2.35;42.04;55.43;0.00;0.18;0.00;31;1.61;0.61;0.00;0.12;21.93;3.35;3.26;13.50;30.91;24.52;0.00;0.00;0.00;0.18;0.00;0.00;324;0.03;1.58;0.44;0.05;0.00;0.13;0.00;0.00;0.00;0.03;0.09;21.93;0.00;0.00;3.31;0.04;0.00;3.26;0.00;8.43;5.08;0.00;8.08;18.24;4.58;0.00;0.11;0.00;24.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;3;1.43;41.37;57.12;0.01;0.07;0.00;31;1.11;0.24;0.00;0.07;21.73;3.77;2.57;13.30;48.57;8.55;0.00;0.01;0.00;0.07;0.00;0.00;312;0.03;1.08;0.13;0.00;0.00;0.11;0.00;0.00;0.00;0.03;0.05;21.73;0.00;0.00;3.73;0.04;0.00;2.57;0.00;8.56;4.74;0.00;7.77;36.24;4.56;0.12;0.00;0.00;8.43;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
