sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
A234021001;3;3.80;14.95;81.25;0.00;0.00;0.00;31;3.41;0.38;0.00;0.00;0.00;0.00;12.56;2.39;80.86;0.39;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;3.41;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.56;0.00;2.39;0.00;0.00;10.56;27.03;43.26;0.00;0.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;3.52;14.66;81.82;0.00;0.00;0.00;31;2.87;0.38;0.00;0.26;0.00;0.00;12.26;2.40;81.28;0.54;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;2.87;0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;12.26;0.00;2.40;0.00;0.00;10.29;27.69;43.29;0.00;0.00;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A251020001;3;2.49;5.19;92.33;0.00;0.00;0.00;31;2.49;0.00;0.00;0.00;0.00;0.58;4.00;0.60;92.28;0.05;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;2.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.58;0.00;0.00;4.00;0.00;0.00;0.60;0.00;17.84;45.10;29.34;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;2.47;5.19;92.34;0.00;0.00;0.00;31;2.47;0.00;0.00;0.00;0.00;0.58;4.01;0.60;86.56;5.78;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;2.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.58;0.00;0.00;4.01;0.00;0.00;0.60;0.00;17.47;43.52;25.56;0.04;0.00;0.00;5.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A270011001;3;4.16;24.27;71.57;0.00;0.00;0.00;31;4.16;0.00;0.00;0.00;0.00;0.00;21.29;2.97;68.50;3.07;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;4.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.29;0.00;0.00;2.97;0.00;2.80;62.94;2.75;0.00;0.00;0.00;3.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;3.01;21.51;75.48;0.00;0.00;0.00;31;3.01;0.00;0.00;0.00;0.00;0.00;21.51;0.00;65.23;10.24;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;3.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.51;0.00;0.00;0.00;0.00;2.48;61.31;1.44;0.00;0.00;0.00;10.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A273011002;3;6.86;9.57;83.57;0.00;0.00;0.00;31;6.41;0.10;0.25;0.09;0.00;0.00;8.73;0.84;76.92;6.64;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;6.41;0.10;0.00;0.00;0.00;0.25;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;8.73;0.00;0.15;0.69;0.00;13.40;40.30;23.23;1.58;1.14;0.00;3.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;5.82;9.86;84.32;0.00;0.00;0.00;31;5.47;0.02;0.24;0.09;0.00;0.00;9.31;0.56;75.84;8.48;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;5.47;0.02;0.00;0.00;0.00;0.24;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;9.31;0.00;0.56;0.00;0.00;16.65;37.80;21.39;0.78;1.14;0.00;6.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A284020001;2;8.46;46.32;45.22;0.00;0.00;0.00;31;7.79;0.66;0.00;0.00;19.50;14.26;2.79;9.77;45.04;0.18;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;7.79;0.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.50;0.00;0.00;8.93;5.34;0.00;2.79;0.00;7.73;2.03;0.00;13.67;24.82;6.55;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;6.93;47.20;45.87;0.00;0.00;0.00;31;6.52;0.41;0.00;0.00;19.25;14.50;5.94;7.51;44.11;1.75;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;6.52;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.25;0.00;0.00;8.34;6.17;0.00;5.94;0.00;7.02;0.49;0.00;12.61;24.75;6.75;0.00;0.00;0.00;1.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A330010001;3;5.99;29.34;64.63;0.00;0.04;0.00;31;5.38;0.56;0.00;0.04;16.48;1.79;6.82;4.26;64.27;0.37;0.00;0.00;0.00;0.04;0.00;0.00;313;0.04;5.34;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;16.48;0.00;0.00;0.00;1.79;0.00;6.82;0.00;3.07;1.19;0.00;19.05;15.54;29.67;0.00;0.05;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;3;5.07;28.03;66.86;0.00;0.04;0.00;31;4.50;0.48;0.04;0.04;14.44;2.05;7.75;3.79;65.51;1.34;0.00;0.00;0.00;0.04;0.00;0.00;313;0.04;4.46;0.48;0.00;0.00;0.00;0.04;0.00;0.00;0.04;0.00;14.44;0.00;0.00;0.00;2.05;0.00;7.75;0.00;2.66;1.13;0.00;20.46;15.02;30.04;0.00;0.00;0.00;1.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00
A361011001;3;1.18;8.24;51.89;0.00;0.00;38.69;31;1.18;0.00;0.00;0.00;0.52;0.46;5.59;1.68;51.89;0.00;0.00;0.00;0.00;0.00;0.00;38.69;NA;0.00;1.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.46;0.00;5.59;0.00;1.68;0.00;0.00;27.26;7.54;17.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38.69;3;1.84;11.16;77.40;0.00;0.00;9.60;31;1.84;0.00;0.00;0.00;0.52;0.49;8.07;2.07;75.99;1.42;0.00;0.00;0.00;0.00;0.00;9.60;313;0.00;1.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;0.49;0.00;8.07;0.00;1.79;0.28;0.00;29.17;6.66;40.15;0.00;0.00;0.00;1.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.60
A369011001;3;4.41;23.64;56.96;0.00;0.19;14.80;31;3.53;0.55;0.13;0.20;14.66;1.41;4.10;3.47;52.22;4.74;0.00;0.00;0.00;0.19;0.00;14.80;311;0.00;3.53;0.55;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.20;14.66;0.00;0.00;0.00;1.41;0.00;4.10;0.00;2.83;0.64;0.00;28.93;11.60;11.69;0.00;0.84;0.00;3.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;14.80;3;4.03;25.51;66.80;0.00;0.00;3.67;31;3.27;0.54;0.22;0.00;14.67;1.50;5.47;3.87;61.98;4.81;0.00;0.00;0.00;0.00;0.00;3.67;311;0.00;3.27;0.54;0.00;0.00;0.00;0.22;0.00;0.00;0.00;0.00;14.67;0.00;0.00;0.00;1.50;0.00;5.47;0.00;2.86;1.01;0.00;28.74;13.66;19.59;0.09;0.85;0.00;3.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.67
A373020001;2;8.52;71.97;19.50;0.00;0.00;0.00;21;7.82;0.55;0.15;0.00;57.53;3.26;3.00;8.18;19.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;7.82;0.55;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;57.53;0.00;0.00;1.30;1.96;0.00;3.00;0.00;6.20;1.98;0.00;14.65;0.59;4.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;6.10;74.41;19.49;0.00;0.00;0.00;21;5.84;0.26;0.00;0.00;56.33;3.54;4.59;9.96;19.10;0.39;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;5.84;0.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56.33;0.00;0.00;1.31;2.23;0.00;4.59;0.00;8.18;1.77;0.00;14.52;0.59;3.99;0.00;0.00;0.00;0.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A380020001;NA;0.04;0.23;7.52;0.00;0.00;92.21;NA;0.04;0.00;0.00;0.00;0.00;0.00;0.20;0.03;7.52;0.00;0.00;0.00;0.00;0.00;0.00;92.21;NA;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.00;0.03;0.00;0.00;1.73;1.95;3.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;92.21;NA;0.24;2.65;23.32;0.00;0.00;73.79;NA;0.24;0.00;0.00;0.00;0.00;0.00;2.18;0.47;23.19;0.13;0.00;0.00;0.00;0.00;0.00;73.79;NA;0.00;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.18;0.00;0.47;0.00;0.00;8.31;3.77;11.11;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;73.79
A402061001;3;3.78;14.50;81.73;0.00;0.00;0.00;31;3.78;0.00;0.00;0.00;0.00;0.00;10.78;3.72;77.62;4.11;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;3.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.78;0.00;1.12;2.59;0.00;16.88;24.84;35.90;2.29;1.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;2.82;15.43;81.75;0.00;0.00;0.00;31;2.82;0.00;0.00;0.00;0.00;0.00;12.16;3.28;73.82;7.93;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;2.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.16;0.00;1.13;2.15;0.00;16.88;22.85;34.09;2.74;1.86;0.00;3.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A405062001;3;5.31;21.89;72.80;0.00;0.00;0.00;31;5.22;0.09;0.00;0.00;0.00;0.00;16.13;5.76;68.88;3.92;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;5.22;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.13;0.00;1.23;4.53;0.00;11.90;26.74;30.24;1.43;1.32;0.00;1.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;4.17;23.22;72.61;0.00;0.00;0.00;31;4.17;0.00;0.00;0.00;0.00;0.00;17.76;5.46;65.32;7.30;0.00;0.00;0.00;0.00;0.00;0.00;313;0.00;4.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.76;0.00;1.40;4.06;0.00;10.93;24.69;29.70;1.45;1.59;0.00;4.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A414020202;3;5.82;19.87;74.30;0.00;0.00;0.00;31;5.37;0.17;0.14;0.14;0.00;0.00;12.94;6.93;65.33;8.98;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;5.37;0.17;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;12.94;0.00;1.24;5.69;0.00;8.39;33.07;23.87;3.69;3.73;0.00;1.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;4.18;21.17;74.65;0.00;0.00;0.00;31;3.87;0.14;0.18;0.00;0.00;0.00;14.84;6.33;63.53;11.12;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;3.87;0.14;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.84;0.00;1.53;4.80;0.00;7.10;32.89;23.54;3.51;3.98;0.00;3.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A417301001;3;4.07;26.10;69.83;0.00;0.00;0.00;31;2.52;0.95;0.60;0.00;0.00;0.00;20.54;5.55;69.81;0.02;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;2.52;0.95;0.00;0.00;0.00;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.54;0.00;0.83;4.72;0.00;0.00;63.65;6.17;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;2.27;27.45;70.28;0.00;0.00;0.00;31;1.82;0.00;0.45;0.00;0.00;0.00;19.44;8.01;69.04;1.24;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;1.82;0.00;0.00;0.00;0.00;0.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.44;0.00;2.28;5.73;0.00;0.00;63.02;6.01;0.00;0.01;0.00;1.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A420063001;3;6.98;22.49;70.53;0.00;0.00;0.00;31;6.10;0.70;0.14;0.04;0.00;0.00;16.03;6.45;66.69;3.84;0.00;0.00;0.00;0.00;0.00;0.00;312;0.04;6.05;0.45;0.25;0.00;0.00;0.14;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;16.03;0.00;2.06;4.40;0.00;7.87;37.26;21.56;1.48;1.58;0.00;0.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;5.21;23.91;70.88;0.00;0.00;0.00;31;4.69;0.30;0.16;0.06;0.23;0.00;17.02;6.67;65.13;5.75;0.00;0.00;0.00;0.00;0.00;0.00;312;0.04;4.65;0.28;0.02;0.00;0.00;0.16;0.00;0.00;0.00;0.06;0.23;0.00;0.00;0.00;0.00;0.00;17.02;0.00;2.33;4.34;0.00;7.33;36.54;21.25;1.43;1.72;0.00;2.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A433301001;2;3.65;48.50;47.55;0.00;0.31;0.00;31;2.94;0.36;0.35;0.00;8.09;0.00;29.75;10.66;46.75;0.79;0.00;0.00;0.00;0.31;0.00;0.00;312;0.00;2.94;0.36;0.00;0.00;0.00;0.35;0.00;0.00;0.00;0.00;8.09;0.00;0.00;0.00;0.00;0.00;29.75;0.00;5.13;5.53;0.00;1.23;38.09;7.43;0.00;0.08;0.00;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.31;0.00;0.00;0.00;0.00;2;1.76;50.45;47.79;0.00;0.00;0.00;31;1.49;0.28;0.00;0.00;7.41;0.00;26.14;16.90;47.02;0.77;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;1.49;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.41;0.00;0.00;0.00;0.00;0.00;26.14;0.00;10.93;5.97;0.00;1.21;38.30;7.50;0.00;0.08;0.00;0.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A436203001;3;6.25;33.78;59.33;0.00;0.64;0.00;31;5.30;0.56;0.10;0.30;3.28;0.00;22.42;8.08;58.82;0.51;0.00;0.00;0.00;0.64;0.00;0.00;312;0.00;5.30;0.56;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.30;3.28;0.00;0.00;0.00;0.00;0.00;22.42;0.00;3.96;4.12;0.00;2.64;39.16;17.02;0.13;0.02;0.00;0.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.64;0.00;0.00;0.00;0.00;3;3.48;36.43;59.53;0.00;0.55;0.00;31;2.90;0.44;0.00;0.14;2.14;0.00;21.73;12.56;58.61;0.92;0.00;0.00;0.00;0.55;0.00;0.00;312;0.00;2.90;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;2.14;0.00;0.00;0.00;0.00;0.00;21.73;0.00;8.40;4.16;0.00;2.71;39.00;16.90;0.15;0.02;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00
A443064001;3;7.07;27.36;65.38;0.00;0.19;0.00;31;6.08;0.73;0.14;0.13;2.76;0.00;17.09;7.51;63.19;2.19;0.00;0.00;0.00;0.19;0.00;0.00;312;0.02;6.06;0.59;0.14;0.00;0.00;0.14;0.00;0.00;0.02;0.11;2.76;0.00;0.00;0.00;0.00;0.00;17.09;0.00;3.44;4.07;0.00;8.45;35.16;19.58;0.80;0.85;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;0.00;3;4.69;29.37;65.75;0.03;0.16;0.00;31;4.06;0.42;0.11;0.10;2.65;0.00;16.95;9.78;62.21;3.54;0.00;0.03;0.00;0.16;0.00;0.00;312;0.02;4.04;0.40;0.02;0.00;0.00;0.11;0.00;0.00;0.00;0.10;2.65;0.00;0.00;0.00;0.00;0.00;16.95;0.00;5.85;3.93;0.00;8.57;35.44;18.21;0.78;0.89;0.00;1.87;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00
A511061001;3;7.76;36.35;55.29;0.00;0.60;0.00;31;6.17;1.07;0.24;0.27;9.48;0.46;19.49;6.93;53.29;2.00;0.00;0.00;0.00;0.60;0.00;0.00;312;0.14;6.03;0.98;0.08;0.00;0.00;0.23;0.01;0.00;0.09;0.19;9.48;0.00;0.00;0.00;0.46;0.00;19.49;0.00;3.95;2.98;0.00;16.45;23.71;13.13;0.49;0.57;0.00;0.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;0.00;0.00;0.00;0.00;3;5.98;38.16;55.55;0.02;0.29;0.00;31;4.47;0.62;0.63;0.26;9.16;0.52;19.30;9.18;51.95;3.60;0.00;0.02;0.00;0.29;0.00;0.00;312;0.14;4.33;0.59;0.01;0.00;0.02;0.50;0.00;0.14;0.08;0.18;9.16;0.00;0.00;0.00;0.52;0.00;19.30;0.00;6.41;2.77;0.00;15.86;23.97;12.12;0.48;0.60;0.00;2.52;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.03;0.26;0.00;0.00;0.00;0.00
A524201001;2;3.18;68.78;28.04;0.00;0.00;0.00;23;3.18;0.00;0.00;0.00;26.72;0.62;34.46;6.97;27.70;0.34;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;3.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.72;0.00;0.00;0.00;0.62;0.00;34.46;0.00;5.72;1.25;0.00;26.12;0.22;1.35;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.45;69.86;27.69;0.00;0.00;0.00;23;2.45;0.00;0.00;0.00;20.10;0.47;30.87;18.42;27.11;0.58;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;2.45;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.10;0.00;0.00;0.00;0.47;0.00;30.87;0.00;17.16;1.26;0.00;26.46;0.22;0.42;0.00;0.00;0.00;0.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
A526102003;2;3.77;71.58;24.58;0.00;0.07;0.00;21;3.50;0.27;0.00;0.00;32.08;0.37;30.69;8.44;24.48;0.10;0.00;0.00;0.00;0.07;0.00;0.00;211;0.07;3.43;0.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.08;0.00;0.00;0.00;0.37;0.00;30.69;0.00;6.72;1.73;0.00;21.11;1.37;2.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;2;2.64;72.86;24.44;0.00;0.07;0.00;21;2.40;0.24;0.00;0.00;33.34;0.33;26.47;12.71;19.96;4.48;0.00;0.00;0.00;0.07;0.00;0.00;211;0.07;2.32;0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.34;0.00;0.00;0.00;0.33;0.00;26.47;0.00;11.19;1.52;0.00;18.44;1.03;0.50;0.00;0.00;0.00;4.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
